##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCA_001336695.1	PRJEB2357	SAMEA974666	CGVR00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Scaffold	Major	Full	2015-07-24	6259_8#20	SC	GCF_001336695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/336/695/GCA_001336695.1_6259_8_20	na	na	na	haploid	bacteria	2071430	2071267	40.000000	0	645	645	SC	Annotation submitted by SC	2015-07-24	1918	1883	35	na
GCA_001336735.1	PRJEB2357	SAMEA974668	CGVQ00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Scaffold	Major	Full	2015-04-22	6259_6#9	SC	GCF_001336735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/336/735/GCA_001336735.1_6259_6_9	annotation fails completeness check	na	na	haploid	bacteria	2118499	2118488	40.000000	0	433	433	SC	Annotation submitted by SC	2015-07-24	2075	2047	28	na
GCA_001336795.1	PRJEB2357	SAMEA974689	CHMM00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Scaffold	Major	Full	2015-04-22	6259_5#9	SC	GCF_001336795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/336/795/GCA_001336795.1_6259_5_9	na	na	na	haploid	bacteria	2097460	2097443	39.500000	0	207	207	SC	Annotation submitted by SC	2015-04-22	2034	1998	36	na
GCA_001336815.1	PRJEB2357	SAMEA974696	CFFA00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Scaffold	Major	Full	2015-04-01	6259_7#3	SC	GCF_001336815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/336/815/GCA_001336815.1_6259_7_3	na	na	na	haploid	bacteria	2193160	2193139	39.500000	0	82	82	SC	Annotation submitted by SC	2015-07-23	2182	2144	38	na
GCA_001338635.1	PRJEB2393	SAMEA1024836	CGWL00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Scaffold	Major	Full	2015-04-22	6680_7#8	SC	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/338/635/GCA_001338635.1_6680_7_8	unverified source organism; RefSeq annotation failed; genome length too large	na	na	haploid	bacteria	5367637	5344324	35.500000	0	196	196	SC	Annotation submitted by SC	2015-07-24	5404	5321	83	na
GCA_001339255.1	PRJEB2393	SAMEA1024949	CHOO00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Contig	Major	Full	2015-04-22	6680_4#2	SC	GCF_001339255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/339/255/GCA_001339255.1_6680_4_2	na	na	na	haploid	bacteria	2084634	2084634	39.500000	0	62	62	SC	Annotation submitted by SC	2015-07-24	2076	2028	48	na
GCA_001340035.1	PRJEB2393	SAMEA1025084	CHPJ00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Contig	Major	Full	2015-04-22	6680_4#11	SC	GCF_001340035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/340/035/GCA_001340035.1_6680_4_11	na	na	na	haploid	bacteria	2128368	2128368	40.000000	0	68	68	SC	Annotation submitted by SC	2015-07-28	2134	2095	39	na
GCA_001348315.1	PRJEB2480	SAMEA2061937	CIDK00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Scaffold	Major	Full	2015-04-22	9803_7#73	SC	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/348/315/GCA_001348315.1_9803_7_73	contaminated; unverified source organism; RefSeq annotation failed; fragmented assembly; genome length too large	na	na	haploid	bacteria	5756547	5598451	35.500000	0	3090	3090	SC	Annotation submitted by SC	2015-07-27	5330	5208	122	na
GCA_001348455.1	PRJEB2480	SAMEA2062168	CHWK00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Contig	Major	Full	2015-04-22	9803_8#39	SC	GCF_001348455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/348/455/GCA_001348455.1_9803_8_39	na	na	na	haploid	bacteria	2133451	2133451	39.500000	0	68	68	SC	Annotation submitted by SC	2015-07-27	2103	2058	45	na
GCA_002889635.1	PRJEB2393	SAMEA1024567	CRCC00000000.1	na	1313	1313	Streptococcus pneumoniae	strain=type strain: N	na	latest	Scaffold	Major	Full	2015-07-19	ASM288963v1	SC	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/889/635/GCA_002889635.1_ASM288963v1	unverified source organism; genome length too large	na	na	haploid	bacteria	5306581	5142619	35.000000	0	1112	1112	SC	Annotation submitted by SC	2015-07-19	4999	4969	30	na
GCA_965137295.1	PRJEB85433	SAMEA117660699	CBCRXU000000000.1	na	1314	1314	Streptococcus pyogenes	strain=type strain: CIP56.41	CIP56.41T	latest	Scaffold	Major	Full	2025-02-12	CIP56.41T	Collection de l'Institut Pasteur	GCF_965137295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/137/295/GCA_965137295.1_CIP56.41T	na	assembly from type material	na	haploid	bacteria	1870758	1870660	38.500000	0	40	40	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	1934	1854	79	na
GCA_965136255.1	PRJEB85433	SAMEA117660293	CBCRUW000000000.1	na	1390	1390	Bacillus amyloliquefaciens	strain=type strain: CIP103265	CIP103265T	latest	Scaffold	Major	Full	2025-02-12	CIP103265T	Collection de l'Institut Pasteur	GCF_965136255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/136/255/GCA_965136255.1_CIP103265T	na	assembly from type material	na	haploid	bacteria	3875375	3875200	46.000000	0	27	27	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	4052	3957	90	na
GCA_001342275.1	PRJEB2395	SAMEA1025530	CHTU00000000.1	na	1423	1423	Bacillus subtilis	strain=type strain: N	na	latest	Contig	Major	Full	2015-04-22	6755_6#9	SC	GCF_001342275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/342/275/GCA_001342275.1_6755_6_9	na	na	na	haploid	bacteria	4030932	4030932	43.500000	0	13	13	SC	Annotation submitted by SC	2020-08-04	4066	3989	77	na
GCA_965139425.1	PRJEB85433	SAMEA117660686	CBCSHW000000000.1	na	1423	1423	Bacillus subtilis	strain=type strain: CIP52.65	CIP52.65T	latest	Scaffold	Major	Full	2025-02-13	CIP52.65T	Collection de l'Institut Pasteur	GCF_965139425.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/425/GCA_965139425.1_CIP52.65T	na	assembly from type material	na	haploid	bacteria	4252330	4252012	43.000000	0	20	20	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	4442	4312	127	na
GCA_965135975.1	PRJEB85433	SAMEA117660326	CBCRXL000000000.1	na	1464	1464	Paenibacillus larvae	strain=type strain: CIP104618	CIP104618T	latest	Scaffold	Major	Full	2025-02-12	CIP104618T	Collection de l'Institut Pasteur	GCF_965135975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/135/975/GCA_965135975.1_CIP104618T	na	assembly from type material	na	haploid	bacteria	4000370	4000286	44.500000	0	195	195	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	4198	4096	95	na
GCA_965139165.1	PRJEB85433	SAMEA117660687	CBCSGM000000000.1	na	1467	1467	Lederbergia lenta	strain=type strain: CIP52.74	CIP52.74T	latest	Scaffold	Major	Full	2025-02-13	CIP52.74T	Collection de l'Institut Pasteur	GCF_965139165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/139/165/GCA_965139165.1_CIP52.74T	na	assembly from type material	na	haploid	bacteria	4345874	4345787	36.500000	0	19	19	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-12	4213	4077	133	na
GCA_965137845.1	PRJEB85433	SAMEA117660389	CBCSAS000000000.1	na	1484	1484	Hydrogenibacillus schlegelii	strain=type strain: CIP106933	CIP106933T	latest	Scaffold	Major	Full	2025-02-12	CIP106933T	Collection de l'Institut Pasteur	GCF_965137845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/137/845/GCA_965137845.1_CIP106933T	na	assembly from type material	na	haploid	bacteria	2597725	2597528	66.000000	0	117	117	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	2429	2363	60	na
GCA_965136385.1	PRJEB85433	SAMEA117660305	CBCRUQ000000000.1	na	1498	1498	Hathewaya histolytica	strain=type strain: CIP103713	CIP103713T	latest	Scaffold	Major	Full	2025-02-12	CIP103713T	Collection de l'Institut Pasteur	GCF_965136385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/136/385/GCA_965136385.1_CIP103713T	na	assembly from type material	na	haploid	bacteria	2672465	2671754	29.000000	0	53	53	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	2652	2562	87	na
GCA_965136155.1	PRJEB85433	SAMEA117660282	CBCRTO000000000.1	na	1580	1580	Levilactobacillus brevis	strain=type strain: CIP102806	CIP102806T	latest	Contig	Major	Full	2025-02-10	CIP102806T	Collection de l'Institut Pasteur	GCF_965136155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/136/155/GCA_965136155.1_CIP102806T	na	assembly from type material	na	haploid	bacteria	2471038	2471038	46.000000	0	15	15	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-10	2495	2419	76	na
GCA_965135865.1	PRJEB85433	SAMEA117660289	CBCRTT000000000.1	na	1583	1583	Weissella confusa	strain=type strain: CIP103172	CIP103172T	latest	Scaffold	Major	Full	2025-02-12	CIP103172T	Collection de l'Institut Pasteur	GCF_965135865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/135/865/GCA_965135865.1_CIP103172T	na	assembly from type material	na	haploid	bacteria	2224255	2224074	44.500000	0	30	30	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	2191	2095	92	na
GCA_965136025.1	PRJEB85433	SAMEA117660287	CBCRTQ000000000.1	na	1624	1624	Ligilactobacillus salivarius	strain=type strain: CIP103140	CIP103140T	latest	Scaffold	Major	Full	2025-02-12	CIP103140T	Collection de l'Institut Pasteur	GCF_965136025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/136/025/GCA_965136025.1_CIP103140T	na	assembly from type material	na	haploid	bacteria	2002482	2002025	32.500000	0	42	42	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	2015	1930	84	na
GCA_965119545.1	PRJEB85433	SAMEA117650973	CBCPLZ000000000.1	na	1640	1640	Listeria seeligeri	strain=type strain: CIP100100	CIP100100T	latest	Scaffold	Major	Full	2025-02-02	CIP100100T	Collection de l'Institut Pasteur	GCF_965119545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/119/545/GCA_965119545.1_CIP100100T	na	assembly from type material	na	haploid	bacteria	2768340	2767996	37.500000	0	16	16	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-02	2787	2682	102	na
GCA_965138045.1	PRJEB85433	SAMEA117660732	CBCSAN000000000.1	na	1643	1643	Listeria welshimeri	strain=type strain: CIP81.49	CIP81.49T	latest	Scaffold	Major	Full	2025-02-12	CIP81.49T	Collection de l'Institut Pasteur	GCF_965138045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/138/045/GCA_965138045.1_CIP81.49T	na	assembly from type material	na	haploid	bacteria	2785895	2782068	36.000000	0	13	13	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	2865	2768	96	na
GCA_965137725.1	PRJEB85433	SAMEA117660714	CBCRZL000000000.1	na	1679	216816	Bifidobacterium longum subsp. longum	strain=type strain: CIP64.62	CIP64.62T	latest	Scaffold	Major	Full	2025-02-12	CIP64.62T	Collection de l'Institut Pasteur	GCF_965137725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/137/725/GCA_965137725.1_CIP64.62T	na	assembly from type material	na	haploid	bacteria	2346166	2345895	60.500000	0	31	31	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	2006	1915	87	na
GCA_965137735.1	PRJEB85433	SAMEA117660715	CBCRZZ000000000.1	na	1682	216816	Bifidobacterium longum subsp. infantis	strain=type strain: CIP64.67	CIP64.67T	latest	Scaffold	Major	Full	2025-02-12	CIP64.67T	Collection de l'Institut Pasteur	GCF_965137735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/137/735/GCA_965137735.1_CIP64.67T	na	assembly from type material	na	haploid	bacteria	2776640	2776548	60.000000	0	50	50	Collection de l'Institut Pasteur	Annotation submitted by Collection de l'Institut Pasteur	2025-02-11	2626	2524	95	na
GCA_001321685.1	PRJEB2138	SAMEA1015923	CFMQ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=type strain: 0384	na	latest	Scaffold	Major	Full	2015-04-01	6972_6#21	SC	GCF_001321685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/321/685/GCA_001321685.1_6972_6_21	na	na	na	haploid	bacteria	4354848	4354698	65.500000	0	72	72	SC	Annotation submitted by SC	2015-04-01	4094	4038	56	na
GCA_001322845.1	PRJEB2138	SAMEA1403588	CFTT00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=type strain: 0200	na	latest	Scaffold	Major	Full	2015-04-02	7755_2#22	SC	GCF_001322845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/322/845/GCA_001322845.1_7755_2_22	na	na	na	haploid	bacteria	4391082	4390989	65.500000	0	107	107	SC	Annotation submitted by SC	2015-07-23	4122	4065	57	na
GCA_001323085.1	PRJEB2138	SAMEA1403657	CFUD00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=type strain: 0591	na	latest	Contig	Major	Full	2015-04-01	7755_3#93	SC	GCF_001323085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/323/085/GCA_001323085.1_7755_3_93	na	na	na	haploid	bacteria	4362127	4362127	65.500000	0	107	107	SC	Annotation submitted by SC	2015-04-01	4098	4042	56	na
GCA_001323525.1	PRJEB2138	SAMEA1403778	CHCG00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=type strain: 0775	na	latest	Scaffold	Major	Full	2015-04-22	7755_4#38	SC	GCF_001323525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/323/525/GCA_001323525.1_7755_4_38	na	na	na	haploid	bacteria	4368874	4368705	65.500000	0	114	114	SC	Annotation submitted by SC	2015-07-24	4099	4043	56	na
GCA_001325045.1	PRJEB2138	SAMEA1707230	CFNH00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=type strain: 2362	na	latest	Scaffold	Major	Full	2015-04-01	8939_3#66	SC	GCF_001325045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/325/045/GCA_001325045.1_8939_3_66	na	na	na	haploid	bacteria	4353048	4352929	65.500000	0	87	87	SC	Annotation submitted by SC	2015-07-23	4097	4041	56	na
GCA_001325545.1	PRJEB2138	SAMEA1707394	CFVF00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=type strain: 0545	na	latest	Scaffold	Major	Full	2015-07-23	8987_4#61	SC	GCF_001325545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/325/545/GCA_001325545.1_8987_4_61	na	na	na	haploid	bacteria	4389948	4389739	65.500000	0	88	88	SC	Annotation submitted by SC	2015-07-23	4138	4081	57	na
GCA_001325625.1	PRJEB2138	SAMEA1707434	CHJB00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=type strain: 2178	na	latest	Contig	Major	Full	2015-07-24	8898_8#58	SC	GCF_001325625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/325/625/GCA_001325625.1_8898_8_58	na	na	na	haploid	bacteria	4354956	4354956	65.500000	0	62	62	SC	Annotation submitted by SC	2015-07-24	4070	4013	57	na
GCA_001375815.1	PRJEB2138	SAMEA1015939	COKV00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=type strain: 0154	na	latest	Scaffold	Major	Full	2015-07-15	6972_6#48	SC	GCF_001375815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/375/815/GCA_001375815.1_6972_6_48	na	na	na	haploid	bacteria	4355617	4354785	65.500000	0	59	59	SC	Annotation submitted by SC	2015-07-15	4067	4010	57	na
GCA_001376035.1	PRJEB2138	SAMEA1015969	COGA00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=type strain: 0177	na	latest	Scaffold	Major	Full	2015-07-14	6954_1#53	SC	GCF_001376035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/376/035/GCA_001376035.1_6954_1_53	na	na	na	haploid	bacteria	4365841	4365787	65.500000	0	104	104	SC	Annotation submitted by SC	2015-07-14	4102	4046	56	na
GCA_001376415.1	PRJEB2138	SAMEA1016000	COKZ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=type strain: 0430	na	latest	Scaffold	Major	Full	2015-07-15	6972_6#7	SC	GCF_001376415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/376/415/GCA_001376415.1_6972_6_7	na	na	na	haploid	bacteria	4349815	4349562	65.500000	0	50	50	SC	Annotation submitted by SC	2015-07-15	4063	4006	57	na
GCA_001376475.1	PRJEB2138	SAMEA1016007	COGL00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=type strain: 0637	na	latest	Scaffold	Major	Full	2015-07-14	6954_1#71	SC	GCF_001376475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/376/475/GCA_001376475.1_6954_1_71	na	na	na	haploid	bacteria	4366614	4366593	65.500000	0	111	111	SC	Annotation submitted by SC	2015-07-14	4100	4044	56	na
GCA_001376775.1	PRJEB2138	SAMEA1016037	COIF00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=type strain: 0844	na	latest	Scaffold	Major	Full	2015-07-15	6954_7#40	SC	GCF_001376775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/376/775/GCA_001376775.1_6954_7_40	na	na	na	haploid	bacteria	4363081	4363057	65.500000	0	104	104	SC	Annotation submitted by SC	2015-07-15	4106	4050	56	na
GCA_001378095.1	PRJEB2138	SAMEA1016174	COIN00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=type strain: 0913	na	latest	Scaffold	Major	Full	2015-07-15	6954_8#49	SC	GCF_001378095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/378/095/GCA_001378095.1_6954_8_49	na	na	na	haploid	bacteria	4358039	4357997	65.500000	0	105	105	SC	Annotation submitted by SC	2015-07-15	4084	4028	56	na
GCA_001378235.1	PRJEB2138	SAMEA1016187	COIX00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=type strain: 1626	na	latest	Scaffold	Major	Full	2015-07-15	6954_8#64	SC	GCF_001378235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/378/235/GCA_001378235.1_6954_8_64	na	na	na	haploid	bacteria	4361053	4360769	65.500000	0	114	114	SC	Annotation submitted by SC	2015-07-15	4091	4035	56	na
GCA_001378655.1	PRJEB2138	SAMEA1403561	COVM00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=type strain: 1465	na	latest	Scaffold	Major	Full	2015-07-15	7769_7#45	SC	GCF_001378655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/378/655/GCA_001378655.1_7769_7_45	na	na	na	haploid	bacteria	4369026	4369007	65.500000	0	105	105	SC	Annotation submitted by SC	2015-07-15	4104	4048	56	na
GCA_001378675.1	PRJEB2138	SAMEA1403562	COTF00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=type strain: 0867	na	latest	Scaffold	Major	Full	2015-07-15	7755_5#64	SC	GCF_001378675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/378/675/GCA_001378675.1_7755_5_64	na	na	na	haploid	bacteria	4370369	4370247	65.500000	0	122	122	SC	Annotation submitted by SC	2015-07-15	4111	4055	56	na
GCA_001378955.1	PRJEB2138	SAMEA1403577	COMB00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=type strain: 0016	na	latest	Scaffold	Major	Full	2015-07-15	7156_6#41	SC	GCF_001378955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/378/955/GCA_001378955.1_7156_6_41	na	na	na	haploid	bacteria	4380877	4380693	65.500000	0	93	93	SC	Annotation submitted by SC	2015-07-15	4104	4047	57	na
GCA_001379695.1	PRJEB2138	SAMEA1403625	COOQ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=type strain: 0039	na	latest	Scaffold	Major	Full	2015-07-15	7755_2#1	SC	GCF_001379695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/379/695/GCA_001379695.1_7755_2_1	na	na	na	haploid	bacteria	4369439	4369429	65.500000	0	114	114	SC	Annotation submitted by SC	2015-07-15	4108	4052	56	na
GCA_001381015.1	PRJEB2138	SAMEA1403711	COXR00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=type strain: 1833	na	latest	Contig	Major	Full	2015-07-15	7841_6#25	SC	GCF_001381015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/381/015/GCA_001381015.1_7841_6_25	na	na	na	haploid	bacteria	4364499	4364499	65.500000	0	102	102	SC	Annotation submitted by SC	2015-07-15	4097	4041	56	na
GCA_001381795.1	PRJEB2138	SAMEA1403762	COWL00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=type strain: 1695	na	latest	Scaffold	Major	Full	2015-07-15	7769_8#71	SC	GCF_001381795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/381/795/GCA_001381795.1_7769_8_71	na	na	na	haploid	bacteria	4365929	4365783	65.500000	0	100	100	SC	Annotation submitted by SC	2015-07-15	4078	4021	57	na
GCA_001382435.1	PRJEB2138	SAMEA1403813	COYE00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=type strain: 1879	na	latest	Scaffold	Major	Full	2015-07-15	7841_6#44	SC	GCF_001382435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/382/435/GCA_001382435.1_7841_6_44	na	na	na	haploid	bacteria	4381269	4380861	65.500000	0	117	117	SC	Annotation submitted by SC	2015-07-15	4127	4070	57	na
GCA_001382615.1	PRJEB2138	SAMEA1403824	COXH00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=type strain: 1810	na	latest	Scaffold	Major	Full	2015-07-15	7841_6#12	SC	GCF_001382615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/382/615/GCA_001382615.1_7841_6_12	na	na	na	haploid	bacteria	4367654	4367224	65.500000	0	114	114	SC	Annotation submitted by SC	2015-07-15	4112	4056	56	na
GCA_001382655.1	PRJEB2138	SAMEA1403826	COUF00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=type strain: 1189	na	latest	Scaffold	Major	Full	2015-07-15	7769_7#10	SC	GCF_001382655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/382/655/GCA_001382655.1_7769_7_10	na	na	na	haploid	bacteria	4365932	4365643	65.500000	0	102	102	SC	Annotation submitted by SC	2015-07-15	4080	4023	57	na
GCA_001383435.1	PRJEB2138	SAMEA1403877	CORY00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=type strain: 0752	na	latest	Scaffold	Major	Full	2015-07-15	7755_4#29	SC	GCF_001383435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/383/435/GCA_001383435.1_7755_4_29	na	na	na	haploid	bacteria	4359611	4359417	65.500000	0	91	91	SC	Annotation submitted by SC	2015-07-15	4095	4038	57	na
GCA_001383875.1	PRJEB2138	SAMEA1403908	COOS00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=type strain: 0131	na	latest	Contig	Major	Full	2015-07-15	7755_2#11	SC	GCF_001383875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/383/875/GCA_001383875.1_7755_2_11	na	na	na	haploid	bacteria	4367243	4367243	65.500000	0	94	94	SC	Annotation submitted by SC	2015-07-15	4104	4047	57	na
